CREATEDATE,RVR1M,RVR_1A,RVR1X,RVR_10M,RVR_10A,RVR_10X,MOR_1A,MOR_10M,MOR_10A,MOR_10X,VIS1K,VIS1A,VIS10A,BL1A,RVR DATA,MOR_RAW,VIS_RAW,LIGHTS,STATUS,PAINS (HPA),QNH AERODROME (HPA),QFE R06 (HPA),QFE R24 (HPA),QFF AERODROME (HPA),TREND,TENDENCY,TEMP (掳C),RH (%),DEWPOINT (掳C),WSINS (MPS),WS2M (MPS),WS2A (MPS),WS2X (MPS),WS10M (MPS),WS10A (MPS),WS10X (MPS),WDINS,WD2M,WD2A,WD2X,WD10M,WD10A,WD10X,GUST_SPEED (MPS),GUST_DIR,WDVAR,CW2A (MPS),HW2A (MPS),HIGHWIND
2020-3-12 4:54,3000,3000,3000,3000,3000,3000,10000,7000,9500,10000,1180.5,10000,9500,14901.5,11287.5,11288.25,11288.25,100,0,1014.6,1016.14,1014.58,1014.74,1016.11,-2.5,8,20,36,4.62,0.9,0.6,1.145,2.325,0.5,1.5925,4.4,172,84,148.75,193.25,84,176.5,227,4.4,179,0,1.145,-0.0125,0
2020-3-12 4:55,3000,3000,3000,3000,3000,3000,10000,7000,10000,10000,1201,10000,10000,14352.75,11442,11442.25,11442.25,100,0,1014.6,1016.14,1014.58,1014.74,1016.11,-2.4,8,19.8,36,4.45,0.475,0.3,0.7424999999999999,1.1,0.275,1.5350000000000001,4.4,221.25,96.5,177.75,272,84,183,272,4.4,179,0,0.625,-0.3475,0
2020-3-12 4:56,3000,3000,3000,3000,3000,3000,10000,7000,10000,10000,1226.25,10000,10000,13665,11758.25,11758.5,11758.5,100,0,1014.5,1016.04,1014.48,1014.64,1016.01,-2.4,8,19.8,36,4.45,0.7000000000000001,0.2,0.6275,1.05,0.2,1.5150000000000001,4.4,228.75,166.25,212.25,287,84,186.75,287,4.4,179,0,0.275,-0.56,0
2020-3-12 4:57,3000,3000,3000,3000,3000,3000,10000,9000,10000,10000,1253,10000,10000,13083.25,11982.5,11983.25,11983.25,100,0,1014.5,1016.04,1014.48,1014.64,1016.01,-2.4,8,19.9,37,4.93,1.2,0.2,0.8300000000000001,1.625,0.2,1.52,4.4,210.25,180,217.5,292,84,191.5,292,4.4,179,0,0.295,-0.775,0
2020-3-12 4:58,3000,3000,3000,3000,3000,3000,10000,9250,10000,10000,1265.75,10000,10000,12824.25,12044.75,12045.25,12045.25,100,0,1014.5,1016.04,1014.48,1014.64,1016.01,-2.4,8,20.1,37,5.11,1.525,0.625,1.1675,1.7999999999999998,0.2,1.53,4.4,190,175.5,208.25,263.25,84,193.25,292,4.4,179,0,0.5875,-1.0025,0
2020-3-12 4:59,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1277,10000,10000,12581.75,12180.25,12181,12181,100,0,1014.5,1016.04,1014.48,1014.64,1016.01,-2.4,8,20.1,36,4.71,3.425,0.8250000000000001,1.855,3.7249999999999996,0.2,1.6675,4.425000000000001,192.5,174,195.75,217,84,193.75,292,4.425000000000001,181.5,0,1.2525,-1.365,0
2020-3-12 5:00,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1269.5,10000,10000,12509.75,11448.25,11448.5,11448.5,100,0,1014.5,1016.04,1014.48,1014.64,1016.01,-2.4,8,20,36,4.62,3.575,1.525,3.0900000000000003,4.5,0.2,1.85,4.5,190,169,191.75,217,84,191,292,4.5,189,0,2.2275,-2.14,0
2020-3-12 5:01,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1268.25,10000,10000,12433.5,11300.25,11300.25,11300.25,100,0,1014.5,1016.04,1014.48,1014.64,1016.01,-2.4,8,20,38,5.4,3.625,2.925,3.6325,4.425,0.2,1.8775,4.5,182.5,169,187.5,205,84,189,292,4.5,189,0,2.8,-2.31,0
2020-3-12 5:02,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1283,10000,10000,12219,11617,11617.5,11617.5,100,0,1014.5,1016.04,1014.48,1014.64,1016.01,-2.4,8,20,38,5.4,3.0749999999999997,2.475,3.3775,4.05,0.2,1.8825,4.5,183.75,171,186,199.25,84,189.75,292,4.5,189,0,2.6575,-2.0825,0
2020-3-12 5:03,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1288.25,10000,10000,12251,11897.25,11897.75,11897.75,100,0,1014.5,1016.04,1014.48,1014.64,1016.01,-2.4,8,19.9,38,5.31,2.8,1.9,2.9725,3.9,0.2,2.005,4.5,183.75,166.25,181.75,195.75,96.5,192.5,292,4.5,189,0.5,2.47,-1.6525,0
2020-3-12 5:04,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1282,10000,10000,12297,11776.25,11776.75,11776.75,100,0,1014.4,1015.94,1014.38,1014.54,1015.91,-2.4,8,19.8,37,4.84,3.5,1.9,3.005,3.8,0.2,2.255,4.5,204.25,165,188.25,213.25,164.25,196.75,292,4.5,189,1,2.29,-1.94,0
2020-3-12 5:05,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1279.75,10000,10000,12347.5,11567.5,11568,11568,100,0,1014.4,1015.94,1014.38,1014.54,1015.92,-2.6,8,19.8,39,5.59,3.275,2.5,3.32,3.95,0.2,2.5175,4.5,186,172.25,197.25,217,165,195.75,292,4.5,189,1,2.165,-2.5175,0
2020-3-12 5:06,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1273.5,10000,10000,12323.25,11211.25,11211.5,11211.5,100,0,1014.4,1015.94,1014.38,1014.54,1015.92,-2.6,8,19.8,38,5.22,3.075,2.6,3.305,4,0.625,2.7925,4.5,177.5,173.5,189.25,215.75,165,192.25,263.25,4.5,189,1,2.4775,-2.1775,0
2020-3-12 5:07,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1276,10000,10000,12062,10907.75,10908.75,10908.75,100,0,1014.4,1015.94,1014.38,1014.54,1015.92,-2.6,8,19.8,39,5.59,2.025,1.9000000000000001,2.8525,3.95,0.8250000000000001,2.9299999999999997,4.5,192.25,173,183.75,197,165,189.25,217,4.5,189,0,2.3175,-1.665,0
2020-3-12 5:08,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1293,10000,10000,11722.75,11111.25,11111.5,11111.5,100,0,1014.4,1015.94,1014.38,1014.54,1015.92,-2.6,8,19.8,38,5.22,1.3,1.1,2.0575,2.975,0.95,2.9675000000000002,4.5,208.25,175.25,193,218,165,189.75,218,4.5,189,0,1.46,-1.44,0
2020-3-12 5:09,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1312.75,10000,10000,11432.5,11434,11434.5,11434.5,100,0,1014.4,1015.94,1014.38,1014.54,1015.92,-2.6,8,19.6,37,4.66,3.4,0.6,1.8725,3.4,0.6,2.93,4.425,201,175,199.75,218,165,190,218,4.425,189.75,0,1.1575,-1.4725,0
2020-3-12 5:10,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1316.25,10000,10000,11543.75,11735.5,11736,11736,100,0,1014.4,1015.94,1014.38,1014.54,1015.92,-2.6,8,19.5,38,4.95,3.675,0.7,2.825,4.1,0.6,2.915,4.15,184.5,170,195.5,218,165,190.5,218,4.15,190.25,0,1.915,-2.075,0
2020-3-12 5:11,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1307.75,10000,10000,11650.75,11553.5,11554,11554,100,0,1014.4,1015.94,1014.38,1014.54,1015.91,-2.6,8,19.7,39,5.5,3.1,2.625,3.5825,4.2,0.6,2.9225,4.2,182.75,170,188.75,203.25,165,190,218,4.2,189,0,2.71,-2.3375,0
2020-3-12 5:12,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1300,10000,10000,11660.75,11177.25,11178,11178,100,2500000000000000.0,1014.3,1015.84,1014.28,1014.44,1015.81,-2.6,8,19.8,39,5.59,2.35,2,3.05,4.125,0.6,2.85,4.2,206.75,176,190.25,217.75,165,191,218.75,4.2,189,0,2.2625,-2.0425,0
2020-3-12 5:13,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1302.25,10000,10000,11447.25,10981.75,10982.5,10982.5,100,2500000000000000.0,1014.3,1015.84,1014.28,1014.44,1015.81,-2.6,8,19.6,37,4.66,2.35,1.7999999999999998,2.5175,3.325,0.6,2.83,4.2,194.75,177.25,195.75,219,168.75,192.75,219,4.2,189,0,1.6925,-1.8625,0
2020-3-12 5:14,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1319,10000,10000,10950.5,10831,10831.25,10831.25,100,0,1014.3,1015.84,1014.28,1014.44,1015.81,-2.6,8,19.5,38,4.95,2.45,1.5,2.4475,3.2,0.6,2.7375,4.2,212.5,184.5,202.5,222,170,194,222,4.2,189,0,1.42,-1.9925,0
2020-3-12 5:15,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1339.5,10000,10000,10586.75,10821.75,10822.25,10822.25,100,0,1014.3,1015.84,1014.28,1014.44,1015.81,-2.9,8,19.5,38,4.95,2.4,1.525,2.4375,3.1500000000000004,0.6,2.6525,4.2,204.25,190.25,209.25,223,170,195.5,223,4.2,189,0,1.17,-2.1375,0
2020-3-12 5:16,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1343.25,10000,10000,10783.25,11212,11212.25,11212.25,100,0,1014.3,1015.84,1014.28,1014.44,1015.81,-2.9,8,19.5,39,5.32,2.3,1.8,2.5175,3.2,0.6,2.58,4.2,216,199,210.5,228,170,198.5,228,4.2,189,0.5,1.1625,-2.235,0
2020-3-12 5:17,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1324.5,10000,10000,11205.25,11231.25,11231.75,11231.75,100,0,1014.2,1015.74,1014.18,1014.34,1015.72,-2.9,8,19.6,38,5.04,3.2750000000000004,1.6,2.5625,4.050000000000001,0.6,2.5925000000000002,4.550000000000001,215,199,213.25,233,170,201.25,233,4.550000000000001,198.5,1,1.0725,-2.325,0
2020-3-12 5:18,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1313.75,10000,10000,11447.75,11284,11284.5,11284.5,100,0,1014.2,1015.74,1014.18,1014.34,1015.72,-2.9,8,19.5,38,4.95,3.875,1.8,3.1174999999999997,4.9,0.7,2.7925,4.9,210.25,199,213.25,227,170,202.25,233,4.9,208,1,1.3125,-2.83,0
2020-3-12 5:19,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1304.25,10000,10000,11571.75,11143.75,11144.25,11144.25,100,0,1014.2,1015.74,1014.18,1014.34,1015.72,-2.9,8,19.5,38,4.95,3.475,2.7249999999999996,3.84,4.85,1.5,2.9875,4.9,193,190.5,205.75,220.25,170,202.75,233,4.9,208,1,2.045,-3.2425,0
2020-3-12 5:20,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1304,10000,10000,11579.75,11146,11146.75,11146.75,100,0,1014.2,1015.74,1014.18,1014.34,1015.72,-2.9,8,19.5,39,5.32,3.3000000000000003,2.75,3.7025,4.725,1.5,2.9675000000000002,4.9,194.5,182,198.25,214.5,176,203,233,4.9,208,0,2.365,-2.8475,0
2020-3-12 5:21,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1302.5,10000,10000,11585.25,11072.25,11072.75,11072.75,100,0,1014.1,1015.64,1014.08,1014.24,1015.62,-2.9,8,19.6,39,5.41,2.275,1.8,3.0925000000000002,3.925,1.5,2.89,4.9,193.25,180.5,196.5,211,176.75,204,233,4.9,208,0,2.05,-2.315,0
2020-3-12 5:22,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1299.75,10000,10000,11614.75,11009,11009.75,11009.75,100,0,1014.1,1015.64,1014.08,1014.24,1015.62,-2.9,8,19.7,40,5.86,3.25,1.5,2.9074999999999998,3.925,1.5,2.94,4.9,181.75,171,192.5,208,171,203.25,233,4.9,208,1,2.0725,-2.0375,0
2020-3-12 5:23,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1307,10000,10000,11631.25,11422.25,11422.75,11422.75,100,0,1014.1,1015.64,1014.08,1014.24,1015.62,-2.9,8,19.9,39,5.68,3.625,1.825,3.2525,4.3,1.5,3.035,4.9,181,168.5,184,201,168.5,201.75,233,4.9,208,1,2.6325,-1.9025,0
2020-3-12 5:24,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1304,10000,10000,11732.25,11440,11440.75,11440.75,100,0,1014,1015.54,1013.98,1014.14,1015.52,-2.9,8,19.9,39,5.68,3.4,2.95,3.605,4.3,1.5,3.1725,4.9,180.25,166,179.5,188.5,166,198.75,233,4.9,208,1,3.0774999999999997,-1.885,0
2020-3-12 5:25,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1294.75,10000,10000,12013,11482.75,11483.25,11483.25,100,0,1014.1,1015.64,1014.08,1014.24,1015.62,-2.9,7,19.9,39,5.68,2.875,2.575,3.36,4.2,1.5,3.22,4.9,185.75,168.5,181.25,190.25,166,196.25,233,4.9,208,1,2.81,-1.8375,0
2020-3-12 5:26,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1277,10000,10000,12474.75,11483.75,11483.75,11483.75,100,0,1014.1,1015.64,1014.08,1014.24,1015.62,-2.9,7,19.8,38,5.22,2.875,2.1,2.8975,3.55,1.5,3.245,4.9,166.25,162.5,183.25,199,160.25,193,227,4.9,208,1,2.3625,-1.675,0
2020-3-12 5:27,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1266.25,10000,10000,12866.25,11849.5,11850,11850,100,0,1014,1015.54,1013.98,1014.14,1015.51,-2.9,7,19.6,38,5.04,3.125,2,2.8775,3.7,1.5,3.285,4.85,157.5,152.25,173.75,199,152.25,188.25,220.25,4.85,208.5,1,2.5875,-1.245,0
2020-3-12 5:28,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1243.5,10000,10000,13052,10978.5,10978.75,10978.75,100,5000000000000000.0,1014,1015.54,1013.98,1014.14,1015.51,-2.9,7,19.6,39,5.41,2.5,2.175,2.815,3.7,1.5,3.185,4.725,153.75,146.25,159.75,179.75,146.25,182.75,214.5,4.725,206.5,1,2.755,-0.5725,0
2020-3-12 5:29,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1235.75,10000,10000,13144.5,10680.5,10681.25,10681.25,100,0,1014,1015.54,1013.98,1014.14,1015.52,-2.9,7,19.7,39,5.5,2.3,1.675,2.5,3.175,1.45,3.0175,4.3,159.5,145,153.75,174.75,145,178,211,4.3,179,1,2.4875,-0.25,0
2020-3-12 5:30,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1231,10000,10000,13287.5,10716,10716.25,10716.25,100,0,1014,1015.54,1013.98,1014.14,1015.52,-2.9,7,19.7,38,5.13,1.975,1.3,2.2025,3,1.3,2.8875,4.3,168.75,145,159.75,198,145,175,208,4.3,179,1,2.1550000000000002,-0.4425,0
2020-3-12 5:31,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1225.5,10000,10000,13432.75,10807.5,10808.5,10808.5,100,0,1013.9,1015.44,1013.88,1014.04,1015.42,-2.9,7,19.8,39,5.59,2.025,1.35,2.0575,2.75,1.3,2.81,4.3,187.25,148,174,202,145,173.25,203.25,4.3,179,0.25,1.8475000000000001,-0.895,0
2020-3-12 5:32,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1225,10000,10000,13363,10705.5,10706.25,10706.25,100,0,1013.9,1015.44,1013.88,1014.04,1015.42,-2.9,7,19.9,39,5.68,1.85,1.5,1.9925,2.5,1.3,2.7025,4.3,181.5,168.25,182.5,202,145,173,202,4.3,179,0,1.6425,-1.13,0
2020-3-12 5:33,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1234.75,10000,10000,13092.75,10727,10727.5,10727.5,100,0,1013.9,1015.44,1013.88,1014.04,1015.42,-2.9,7,19.8,37,4.84,1.875,1.25,1.9925,2.5,1.15,2.5575,4.2,199.75,172,187.75,204,145,174,204.25,4.2,180,0.75,1.5350000000000001,-1.2725,0
2020-3-12 5:34,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1242.5,10000,10000,12750,10477.25,10478.25,10478.25,100,0,1013.9,1015.44,1013.88,1014.04,1015.42,-2.9,7,19.8,37,4.84,2.675,1,2.08,2.95,1,2.3975,3.725,217.5,175.5,200.75,227.5,145,177.25,227.5,3.725,171.75,1,1.2475,-1.6575,0
2020-3-12 5:35,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1255,10000,10000,12497.5,10616.25,10616.75,10616.75,100,0,1013.9,1015.44,1013.88,1014.04,1015.42,-2.9,8,19.8,38,5.22,2.6,1.15,2.44,3.4,1,2.3725,3.7,215.75,191,211.25,230.75,145,179.75,230.75,3.7,170,1,1.0925,-2.1775,0
2020-3-12 5:36,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1279.5,10000,10000,12481.25,11867,11867.5,11867.5,100,0,1013.9,1015.44,1013.88,1014.04,1015.42,-2.9,8,19.7,37,4.75,1.6,1.475,2.3775,3.325,1,2.2925,3.7,248.25,202.5,224,253.5,145,185,253.5,3.7,170,1,0.585,-2.2925,0
2020-3-12 5:37,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1276,10000,10000,12597.25,11964.25,11964.75,11964.75,100,0,1013.9,1015.44,1013.88,1014.04,1015.42,-2.9,8,19.8,38,5.22,2.325,1.4,1.915,3.05,1,2.1825,3.4,212.75,202.5,234,263,145,191.75,263,3.4,207,1,0.1325,-1.9125,0
2020-3-12 5:38,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1269.5,10000,10000,12591.25,11685.75,11686.25,11686.25,100,0,1013.8,1015.34,1013.78,1013.94,1015.32,-2.9,8,19.8,38,5.22,2.825,1.4,2.2875,3.5,1,2.1875,3.5,183.75,182.25,215.25,258.5,145,196.25,263,3.5,192,1,0.895,-2.07,0
2020-3-12 5:39,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1274.5,10000,10000,12478,11632,11632.75,11632.75,100,0,1013.8,1015.34,1013.78,1013.94,1015.31,-2.9,8,20,38,5.4,3.075,1.9,2.8075,3.9,1,2.2425,3.9,189,175.75,194,214,148,199.75,263,3.9,207,1,1.9475,-2.015,0
2020-3-12 5:40,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1282,10000,10000,12313.5,11838.25,11838.75,11838.75,100,0,1013.8,1015.34,1013.78,1013.94,1015.31,-2.9,8,19.9,37,4.93,3.075,2.1,2.8825,3.9,1,2.3249999999999997,3.9,190.5,169,189.75,210.75,166.5,202,263,3.9,205.25,1,2.1475,-1.92,0
2020-3-12 5:41,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1286.5,10000,10000,12235.75,11801.25,11802,11802,100,0,1013.7,1015.24,1013.68,1013.84,1015.21,-2.9,8,19.9,37,4.93,3.125,2.225,3.105,3.9,1,2.4525,3.9,200,171.75,194.5,212,169,203.75,263,3.9,200,1,2.135,-2.25,0
2020-3-12 5:42,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1284.75,10000,10000,12370.25,11886.25,11887,11887,100,0,1013.7,1015.24,1013.68,1013.84,1015.21,-2.9,8,20,39,5.77,3.175,2.3,3.2275,3.875,1,2.5725,3.9,198,183.75,198,209.75,169,205.25,263,3.9,200,1,2.0749999999999997,-2.47,0
2020-3-12 5:43,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1276,10000,10000,12576.5,11842,11842.75,11842.75,100,0,1013.7,1015.24,1013.68,1013.84,1015.21,-2.9,8,19.8,37,4.84,2.2,2.025,2.925,3.8,1.15,2.64,3.9,204.25,184.75,198.75,208.5,169,206,263,3.9,200,1,1.8525,-2.2675,0
2020-3-12 5:44,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1267.5,10000,10000,12717.75,11712.25,11712.75,11712.75,100,0,1013.7,1015.24,1013.68,1013.84,1015.21,-2.9,8,19.7,37,4.75,1.35,1.1,2.2775,3.325,1.025,2.61,3.9,214.25,185.25,204,219,169,206,263,3.9,200,1,1.28,-1.8775,0
2020-3-12 5:45,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1264,10000,10000,12808.5,11640.25,11641,11641,100,0,1013.7,1015.24,1013.68,1013.84,1015.21,-3.1,7,19.6,37,4.66,2.05,0.8,1.6600000000000001,3.175,0.8,2.4825,3.9,202.25,183,208.25,227,169,205.5,263,3.9,200,1,0.8225,-1.44,0
2020-3-12 5:46,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1263.75,10000,10000,13067.25,12194.25,12194.75,12194.75,100,0,1013.7,1015.24,1013.68,1013.84,1015.22,-3.1,7,19.6,37,4.66,3.55,0.9500000000000001,2.2875,3.625,0.8,2.59,3.9,200.25,185.5,205.5,223.75,169,202.25,258.5,3.9,200,1,1.235,-1.9175,0
2020-3-12 5:47,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1252.25,10000,10000,13455,12421.25,12422,12422,100,0,1013.7,1015.24,1013.68,1013.84,1015.22,-3.1,7,19.6,39,5.41,3,1.775,3.1825,3.7,0.8,2.7350000000000003,3.9,194,183,198.5,208.25,169,199,227,3.9,200,0,2.025,-2.4525,0
2020-3-12 5:48,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1233.75,10000,10000,13897.75,12138.5,12139.25,12139.25,100,0,1013.7,1015.24,1013.68,1013.84,1015.22,-3.1,7,19.7,38,5.13,2.7,2,3,3.6750000000000003,0.8,2.7350000000000003,3.9,193.75,178,194.75,204.75,169,198.5,227,3.9,200,0,2.0549999999999997,-2.1875,0
2020-3-12 5:49,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1222.25,10000,10000,14217.5,12213.25,12214,12214,100,0,1013.7,1015.24,1013.68,1013.84,1015.22,-3.1,7,19.6,37,4.66,2.8,2,2.7425,3.35,0.8,2.7225,3.9,182.25,175.75,190.25,204,168.5,198,227,3.9,200,0.25,2.0275,-1.8425,0
2020-3-12 5:50,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1213.25,10000,10000,14496.75,12186.25,12187.25,12187.25,100,0,1013.7,1015.24,1013.68,1013.84,1015.22,-3.1,7,19.6,38,5.04,1.3,1.25,2.44,3.2,0.75,2.645,3.875,144.5,141,179.5,196.5,141,196.25,227,3.875,199,1,2.0675,-1.2825,0
2020-3-12 5:51,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1197.75,10000,10000,14949.75,11966.25,11966.75,11966.75,100,0,1013.7,1015.24,1013.68,1013.84,1015.22,-3.1,7,19.7,38,5.13,1.3,0.6,1.625,2.95,0.6,2.4275,3.8,189.25,87,170,197.75,87,193.5,227,3.8,196,1,1.505,-0.61,0
2020-3-12 5:52,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1183.5,10000,10000,15447,12117.5,12117.75,12117.75,100,0,1013.7,1015.24,1013.68,1013.84,1015.22,-3.1,7,19.6,37,4.66,2.275,0.65,1.42,2.45,0.6,2.2824999999999998,3.725,202.5,100,180.75,207,87,193,227,3.725,200.5,1,1.1775,-0.775,0
2020-3-12 5:53,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1179,10000,10000,15733.75,12658.5,12659,12659,100,0,1013.6,1015.14,1013.58,1013.74,1015.11,-3.1,7,19.6,38,5.04,2.875,1.225,2.2725,3.6,0.6,2.295,3.7,212.25,173,201.25,222,87,193.75,227,3.7,202,1,1.3425,-1.8275,0
2020-3-12 5:54,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1168.25,10000,10000,15846.75,12146.5,12147.25,12147.25,100,0,1013.6,1015.14,1013.58,1013.74,1015.11,-3.1,7,19.7,37,4.75,0.8999999999999999,0.825,2.3325,3.55,0.6,2.295,3.7,199.5,186,210.25,221.75,87,194.5,225.25,3.7,202,1,1.085,-2.065,0
2020-3-12 5:55,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1166,10000,10000,15995.5,12335.75,12336.75,12336.75,100,0,1013.6,1015.14,1013.58,1013.74,1015.11,-2.9,7,19.7,37,4.75,0.8,0.2,1.23,2.95,0.2,2.2075,3.7,173.25,90.25,199.75,239,70.5,192,239.5,3.7,202,1,0.75,-0.9725,0
2020-3-12 5:56,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1160.75,10000,10000,16283.75,12354.75,12355,12355,100,0,1013.6,1015.14,1013.58,1013.74,1015.11,-2.9,7,19.6,37,4.66,1.925,0.1,1.115,2.45,0.1,2.06,3.6750000000000003,210.25,65,203.25,257,65,193.75,257,3.6750000000000003,206.5,1,0.6325000000000001,-0.9175,0
2020-3-12 5:57,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1152.25,10000,10000,16585.25,12260,12260.5,12260.5,100,0,1013.5,1015.04,1013.48,1013.64,1015.02,-2.9,7,19.7,38,5.13,1.25,0.575,1.5125000000000002,2.5,0.1,1.8775,3.6,217,133.5,212.75,248.5,65,194.75,257,3.6,220,0,0.64,-1.3725,0
2020-3-12 5:58,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1146,10000,10000,16725,12146.75,12147.5,12147.5,100,0,1013.5,1015.04,1013.48,1013.64,1015.01,-2.9,7,19.7,37,4.75,2.275,1,1.6425,2.8,0.1,1.7925,3.6,214.25,192.75,214.5,232,65,197.75,257,3.6,220,0,0.65,-1.5075,0
2020-3-12 5:59,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1156,10000,10000,16210.5,12370.75,12371.25,12371.25,100,0,1013.5,1015.04,1013.48,1013.64,1015.01,-2.9,7,19.7,36,4.36,2.45,1.225,2.2125,3.2,0.1,1.77,3.6,209.25,199,215,232,65,200,257,3.6,220,0,0.865,-2.035,0
2020-3-12 6:00,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1191.25,10000,10000,14802,12371,12371.5,12371.5,100,0,1013.5,1015.04,1013.48,1013.64,1015.01,-2.9,7,19.7,36,4.36,2.5,1.8,2.5,3.2,0.1,1.8,3.6,192.25,187.25,207.25,227,65,203.5,257,3.6,220,0,1.2725,-2.145,0
2020-3-12 6:01,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1241.25,10000,10000,13016.5,11793.5,11793.75,11793.75,100,0,1013.5,1015.04,1013.48,1013.64,1015.01,-2.9,7,19.8,38,5.22,2.45,1.725,2.3925,3.225,0.1,1.9275,3.6,195.75,175,196.5,222,65,205.25,257,3.6,220,0,1.585,-1.79,0
2020-3-12 6:02,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1292,10000,10000,11628.75,11303.75,11304.75,11304.75,100,0,1013.5,1015.04,1013.48,1013.64,1015.01,-2.9,7,19.9,37,4.93,2.35,1.7,2.465,3.3,0.1,2.0124999999999997,3.55,181,171.25,191.75,206,65,205.5,257,3.55,219.25,0.75,1.7775,-1.7025,0
2020-3-12 6:03,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1334.75,10000,10000,10759.75,11254.5,11255.25,11255.25,100,0,1013.5,1015.04,1013.48,1013.64,1015.01,-2.9,7,19.8,37,4.84,2.025,1.2,2.3325,3.175,0.1,1.9375,3.3249999999999997,149,138.5,176.75,205.5,65,200.5,257,3.3249999999999997,205.75,0,2.025,-1.1225,0
2020-3-12 6:04,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,1356.75,10000,10000,10344.25,11104,11104.5,11104.5,100,0,1013.5,1015.04,1013.48,1013.64,1015.01,-2.9,7,19.8,38,5.22,2.1500000000000004,1.2,2.02,2.75,0.1,1.95,3.3,168.25,135,160,197.75,65,195.75,257,3.3,202,0.25,1.9775,-0.42,0
