CREATEDATE,RVR1M,RVR_1A,RVR1X,RVR_10M,RVR_10A,RVR_10X,MOR_1A,MOR_10M,MOR_10A,MOR_10X,VIS1K,VIS1A,VIS10A,BL1A,RVR DATA,MOR_RAW,VIS_RAW,LIGHTS,STATUS,PAINS (HPA),QNH AERODROME (HPA),QFE R06 (HPA),QFE R24 (HPA),QFF AERODROME (HPA),TREND,TENDENCY,TEMP,RH,DEWPOINT,WSINS (MPS),WS2M (MPS),WS2A (MPS),WS2X (MPS),WS10M (MPS),WS10A (MPS),WS10X (MPS),WDINS,WD2M,WD2A,WD2X,WD10M,WD10A,WD10X,GUST_SPEED (MPS),GUST_DIR,WDVAR,CW2A (MPS),HW2A (MPS),HIGHWIND,blur_index
2020/3/12 2:58,3000,3000,3000,3000,3000,3000,6000,5000,6000,6000,1295.25,6000,6000,8498.25,6039.75,6040.5,6040.5,100,0,1016.5,1018.05,1016.48,1016.64,1018.02,-0.39,8,19,43,6.27,2.65,1.5,2.4025,3.25,1.5,2.9575,4.9,196,175,194.75,211,109,161.25,211,4.9,164,1,1.645,-1.75,0,0.8760125201268992
2020/3/12 2:59,3000,3000,3000,3000,3000,3000,6000,5000,6000,6000,1291,6000,6000,8667.5,6108.25,6108.75,6108.75,100,0,1016.5,1018.05,1016.48,1016.64,1018.02,-0.39,8,19,42,5.93,2.4,1.75,2.625,3.3,1.5,2.9275,4.9,197,182,196.75,209,123,167.75,211,4.9,164,1,1.7325,-1.975,0,0.8775712449113604
2020/3/12 3:00,3000,3000,3000,3000,3000,3000,6000,5000,6000,6000,1277.75,6000,6000,8962.25,6130,6130.5,6130.5,100,0,1016.5,1018.05,1016.48,1016.64,1018.02,-0.39,8,19,43,6.27,2.6,1.7000000000000002,2.54,3.325,1.5,2.855,4.9,195,182.5,197.25,209,123.5,172.5,211,4.9,164,1,1.6575,-1.925,0,0.8750848212496023
2020/3/12 3:01,3000,3000,3000,3000,3000,3000,6000,5000,5750,6500,1290.5,6000,5750,9102.75,6625,6625.25,6625.25,100,5000000000000000.0,1016.5,1018.05,1016.48,1016.64,1018.02,-0.39,8,19,42,5.93,2.275,1.525,2.535,3.4,1.45,2.81,4.9,208,183,198,212.25,125,178.5,213.75,4.9,164,1,1.63,-1.9425,0,0.8546837667988205
2020/3/12 3:02,3000,3000,3000,3000,3000,3000,6000,5000,6000,7000,1306,6000,6000,8997.75,6927.25,6927.5,6927.5,100,1e+16,1016.5,1018.05,1016.48,1016.64,1018.02,-0.39,8,18.9,42,5.84,1.325,0.8500000000000001,2.2125,3.375,0.8500000000000001,2.715,4.9,231.5,188.25,208.25,236,130.75,186.5,236,4.9,164,1,1.11,-1.905,0,0.8514914603340846
2020/3/12 3:03,3000,3000,3000,3000,3000,3000,6000,5000,6000,7000,1317.25,6000,6000,8813.5,6931.25,6931.5,6931.5,100,0,1016.5,1018.05,1016.48,1016.64,1018.02,-0.39,8,18.9,41,5.49,1.225,0.4,1.465,2.525,0.4,2.495,4.7250000000000005,235.25,198.75,225.5,280,151.25,194.75,280,4.7250000000000005,167,1,0.3275,-1.4275,0,0.8725889409946305
2020/3/12 3:04,3000,3000,3000,3000,3000,3000,6000,5000,6000,7000,1321.75,6000,6000,8823.75,6999.25,6999.25,6999.25,100,0,1016.5,1018.05,1016.48,1016.64,1018.02,-0.39,8,18.9,42,5.84,2.425,0.55,1.5625,3.125,0.4,2.325,3.7,178,166.75,216.5,280,155,198.25,280,3.7,179.25,1,0.595,-1.43,0,0.8583675409360838
2020/3/12 3:05,3000,3000,3000,3000,3000,3000,7000,5000,6000,7000,1332.25,7000,6000,8931,7368.5,7368.75,7368.75,100,0,1016.5,1018.05,1016.48,1016.64,1018.02,-0.59,8,19.2,43,6.45,3.55,0.95,2.6175,4.2,0.4,2.3675,4.2,157,152,182,231,152,197.5,280,4.2,154,1,2.17,-1.395,0,0.8598014765114842
2020/3/12 3:06,3000,3000,3000,3000,3000,3000,7000,5000,6000,7000,1332.25,7000,6000,9245.25,7734,7734.25,7734.25,100,0,1016.5,1018.05,1016.48,1016.64,1018.02,-0.59,8,19.4,42,6.29,3.125,2.025,3.2025,4.2,0.4,2.385,4.2,158.25,143,160.75,198,143,195.5,280,4.2,154,1,3.12,-0.705,0,0.8593353161237408
2020/3/12 3:07,3000,3000,3000,3000,3000,3000,7000,5000,6000,7000,1308.5,7000,6000,9670.75,7657.5,7658.25,7658.25,100,0,1016.4,1017.95,1016.38,1016.54,1017.92,-0.59,8,19.4,40,5.59,2.675,2.025,3.1125000000000003,4.025,0.4,2.4725,4.2,144.5,140,155.5,171,140,191.75,280,4.2,154,1,3.0825,-0.4075,0,0.860243286571488
2020/3/12 3:08,3000,3000,3000,3000,3000,3000,7000,6000,6250,7000,1288.25,7000,6250,9927.75,7536.25,7537.25,7537.25,100,0,1016.4,1017.95,1016.38,1016.54,1017.92,-0.59,8,19.2,39,5.05,2.675,1.8,2.9525,3.8,0.4,2.495,4.2,148.5,137,152.75,169.75,137,186.75,280,4.2,154,1,2.945,-0.2475,0,0.8627353214313809
2020/3/12 3:09,3000,3000,3000,3000,3000,3000,7000,6000,7000,7000,1286.5,7000,7000,9860.5,7495.25,7495.25,7495.25,100,0,1016.4,1017.95,1016.38,1016.54,1017.92,-0.59,8,19.2,40,5.41,1.4500000000000002,1.175,2.3875,3.8,0.4,2.4225,4.2,178.25,137,156.75,180.75,137,183,280,4.2,154,1,2.355,-0.3425,0,0.8612043332338605
2020/3/12 3:10,3000,3000,3000,3000,3000,3000,7000,6000,7000,7000,1302.25,7000,7000,9655.5,7682.25,7682.75,7682.75,100,0,1016.4,1017.95,1016.38,1016.54,1017.92,-0.59,8,19.2,40,5.41,2.975,0.9,1.9075,3.55,0.4,2.3675,4.2,166.25,147.25,168.5,190,137,180.25,280,4.2,154,1,1.785,-0.665,0,0.8612385468912689
2020/3/12 3:11,3000,3000,3000,3000,3000,3000,7000,6000,7000,7000,1308.75,7000,7000,9601.5,7693,7693.5,7693.5,100,0,1016.3,1017.85,1016.28,1016.44,1017.82,-0.59,8,19.3,40,5.5,3.8,0.975,2.745,4.8,0.4,2.465,4.8,140.5,135.75,165.25,190,130.5,175.75,280,4.8,153,1,2.6225,-0.78,0,0.860889822635436
2020/3/12 3:12,3000,3000,3000,3000,3000,3000,7000,6000,7000,7000,1306,7000,7000,9723,7726.25,7726.75,7726.75,100,0,1016.3,1017.85,1016.28,1016.44,1017.82,-0.59,8,19.5,40,5.68,3.825,2.675,3.6275,4.8,0.55,2.65,4.8,170.25,124,154.25,182.5,124,169,280,4.8,153,1,3.605,-0.3975,0,0.8616176239547192
2020/3/12 3:13,3000,3000,3000,3000,3000,3000,7750,6000,7000,8000,1320.25,7750,7000,10025,8615,8615,8615,100,0,1016.3,1017.85,1016.28,1016.44,1017.82,-0.59,8,19.6,41,6.13,3.675,2.95,3.7625,4.5,0.8,2.9225,4.8,182.25,125.75,167.25,188.75,124,165,231,4.8,153,1,3.53,-1.2325,0,0.8647316578281241
2020/3/12 3:14,3000,3000,3000,3000,3000,3000,8750,6500,7000,9000,1332,8750,7000,10232.5,9493,9493.5,9493.5,100,0,1016.3,1017.85,1016.28,1016.44,1017.82,-0.59,8,19.6,40,5.77,3.2,2.65,3.715,4.4,0.9,3.0825,4.8,175.75,168,180.25,193,124,163.25,204,4.8,153,1,3.1425,-1.9825,0,0.8664913505844343
2020/3/12 3:15,3000,3000,3000,3000,3000,3000,9000,7000,7500,9000,1314,9000,7500,10378,9061,9061.5,9061.5,100,0,1016.4,1017.95,1016.38,1016.54,1017.92,-0.59,8,19.5,37,4.57,3.1,2.2,3.27,4,0.9,3.0525,4.8,173.5,164,175.75,190.25,124,164.25,193,4.8,153,1,2.89,-1.525,0,0.8535325568137742
2020/3/12 3:16,3000,3000,3000,3000,3000,3000,8000,7000,8000,9000,1305.25,8000,8000,10425.75,8830,8830.75,8830.75,100,0,1016.4,1017.95,1016.38,1016.54,1017.92,-0.59,8,19.6,37,4.66,3.325,2.2750000000000004,3.095,3.875,0.9,3.06,4.8,155.75,151,169.25,180,124,165.25,193,4.8,153,1,2.88,-1.1175,0,0.8563985652799719
2020/3/12 3:17,3000,3000,3000,3000,3000,3000,8000,7000,8000,9000,1288.25,8000,8000,10440,8303,8303.5,8303.5,100,0,1016.4,1017.95,1016.38,1016.54,1017.92,-0.59,8,19.7,38,5.13,2.4,1.9,2.9375,4.1,0.9,3.02,4.8,132.25,120.25,153,180,120.25,163.75,193,4.8,153,1,2.91,-0.265,0,0.8566849584946696
2020/3/12 3:18,3000,3000,3000,3000,3000,3000,8000,7000,8000,9000,1282,8000,8000,10494,8202,8202.25,8202.25,100,0,1016.4,1017.95,1016.38,1016.54,1017.92,-0.59,8,19.6,38,5.04,3,1.6,2.7675,4.05,0.9,3.025,4.8,122.5,107.75,130.25,165.75,107.75,160.75,193,4.8,153,1,2.6225,0.8325,0,0.8592622669743522
2020/3/12 3:19,3000,3000,3000,3000,3000,3000,8000,7000,8000,9000,1278.5,8000,8000,10798.5,8300.25,8300.75,8300.75,100,0,1016.4,1017.95,1016.38,1016.54,1017.92,-0.59,8,19.5,38,4.95,3.95,1.825,3.0875,4.675000000000001,0.975,3.16,4.875,143.75,107,130.25,160,107,158.5,193,4.875,145.5,1,2.9375,0.935,0,0.8649903134420545
2020/3/12 3:20,3000,3000,3000,3000,3000,3000,8000,7000,8000,9000,1267.5,8000,8000,11129,8578,8578.75,8578.75,100,0,1016.3,1017.85,1016.28,1016.44,1017.82,-0.59,8,19.4,39,5.23,3.5,2.45,3.605,4.9,1.6,3.36,4.9,160.25,115,145.25,161.5,107,156.25,193,4.9,143,1,3.5875,0.1625,0,0.870018240124828
2020/3/12 3:21,3000,3000,3000,3000,3000,3000,8000,7000,8000,9000,1264.5,8000,8000,11018.25,8376.25,8376.25,8376.25,100,0,1016.3,1017.85,1016.28,1016.44,1017.82,-0.59,8,19.5,39,5.32,2.75,2.425,3.5700000000000003,4.55,1.6,3.3225,4.9,186.25,134.5,158,191.75,107,157.25,199,4.9,143,1,3.5,-0.6,0,0.8603252169154212
2020/3/12 3:22,3000,3000,3000,3000,3000,3000,8000,7000,8000,9000,1268.75,8000,8000,11067.75,8495.25,8495.75,8495.75,100,0,1016.2,1017.75,1016.18,1016.34,1017.72,-0.59,8,19.5,38,4.95,2.1,1.775,2.8125,4.025,1.6,3.1950000000000003,4.9,202.25,150,182.5,222,107,161.75,222,4.9,143,1,2.32,-1.5725,0,0.8586917388564306
2020/3/12 3:23,3000,3000,3000,3000,3000,3000,8000,8000,8000,9000,1255.75,8000,8000,11419,8427,8427.5,8427.5,100,0,1016.2,1017.75,1016.18,1016.34,1017.72,-0.59,8,19.8,40,5.95,1.275,1.15,2.0825,3.025,1.15,2.9875,4.9,162.75,150,188.75,222,107,161.5,222,4.9,143,1,1.57,-1.3625,0,0.8579669696787676
2020/3/12 3:24,3000,3000,3000,3000,3000,3000,8000,8000,8000,9000,1241.25,8000,8000,11787.75,8514,8514.5,8514.5,100,0,1016.2,1017.75,1016.18,1016.34,1017.72,-0.59,8,19.8,37,4.84,1.4500000000000002,0.55,1.5725,2.6,0.55,2.77,4.9,177,128,186,251.25,107,162.25,251.25,4.9,143,1,1.2375,-0.9725,0,0.8612491910778417
2020/3/12 3:25,3000,3000,3000,3000,3000,3000,8000,8000,8000,8250,1228,8000,8000,12189.5,8508,8508.75,8508.75,100,0,1016.1,1017.65,1016.08,1016.24,1017.62,-0.89,8,19.8,38,5.22,2.275,0.3,1.5975,2.7,0.3,2.6525,4.9,132.75,110,163.75,252,107,158.5,252,4.9,143,1,1.5275,-0.425,0,0.8626105649870999
2020/3/12 3:26,3000,3000,3000,3000,3000,3000,8000,8000,8000,8000,1210,8000,8000,12433.5,8288.25,8288.75,8288.75,100,0,1016.1,1017.65,1016.08,1016.24,1017.62,-0.89,8,19.7,38,5.13,2,0.6,1.9925,2.7,0.3,2.555,4.9,127,110.5,131.5,192.75,107,153.75,252,4.9,143,1,1.9025,0.5725,0,0.8628694183309081
2020/3/12 3:27,3000,3000,3000,3000,3000,3000,8000,8000,8000,8000,1215,8000,8000,12219.5,8321,8321.75,8321.75,100,0,1016.1,1017.65,1016.08,1016.24,1017.62,-0.89,8,19.8,39,5.59,2.6,1.2,2.0775,3.15,0.3,2.48,4.9,120.75,97.5,127.5,162,95.5,152.5,252,4.9,143,1,1.9425,0.7275,0,0.8641056096917832
2020/3/12 3:28,3000,3000,3000,3000,3000,3000,8000,8000,8000,8000,1225.5,8000,8000,12037,8412.25,8412.75,8412.75,100,0,1016.1,1017.65,1016.08,1016.24,1017.62,-0.89,8,19.7,38,5.13,2.975,1.2,2.5225,4.1,0.3,2.5075,4.9,101.5,84,115.5,161,84,151,252,4.9,143,1,2.115,1.3625,0,0.8660572317024392
2020/3/12 3:29,3000,3000,3000,3000,3000,3000,8000,7500,8000,8000,1215.5,8000,8000,12118.5,8055.25,8055.5,8055.5,100,0,1016.1,1017.65,1016.08,1016.24,1017.62,-0.89,8,19.8,40,5.95,2.325,1.725,2.825,3.975,0.3,2.435,4.6,127.75,88,107.5,145.75,84,148,252,4.6,134.5,1,2.1475,1.8375,0,0.8670219039421035
2020/3/12 3:30,3000,3000,3000,3000,3000,3000,7750,7000,8000,8000,1208,7750,8000,12290.5,8039.75,8039.75,8039.75,100,0,1016.1,1017.65,1016.08,1016.24,1017.62,-0.89,8,19.7,38,5.13,3.2,1.8,2.645,3.55,0.3,2.3175,4.1,151.25,94,125.75,155.5,84,147,252,4.1,104,1,2.4325,0.9925,0,0.8660270102187898
2020/3/12 3:31,3000,3000,3000,3000,3000,3000,7750,7000,8000,8000,1205.75,7750,8000,12303.25,7990.25,7990.75,7990.75,100,0,1016.1,1017.65,1016.08,1016.24,1017.62,-0.89,8,19.6,40,5.77,2.8,1.85,2.7625,3.8,0.3,2.27,4.1,127,103.5,141.5,168,84,144.5,252,4.1,104,1,2.745,0.3125,0,0.8649066117450928
2020/3/12 3:32,3000,3000,3000,3000,3000,3000,7750,7000,8000,8000,1216,7750,8000,11887.5,7987.5,7987.75,7987.75,100,0,1016.1,1017.65,1016.08,1016.24,1017.62,-0.89,8,19.7,39,5.5,3.425,2,3.0175,3.8,0.3,2.3525,4.1,133,109,134.25,168,84,137,252,4.1,104,1,2.9275,0.7175,0,0.8578621399845894
2020/3/12 3:33,3000,3000,3000,3000,3000,3000,7000,7000,8000,8000,1226.25,7000,8000,11546.5,7811.75,7812,7812,100,0,1016.1,1017.65,1016.08,1016.24,1017.62,-0.89,8,19.7,40,5.86,4,2.525,3.4775,4.6,0.3,2.54,4.6,111.25,107,122.5,150.75,84,131,252,4.6,111.5,1,3.13,1.5025,0,0.8592670003498912
2020/3/12 3:34,3000,3000,3000,3000,3000,3000,7000,7000,8000,8000,1225.5,7000,8000,11526.75,7676.75,7677,7677,100,0,1016,1017.55,1015.98,1016.14,1017.52,-0.89,8,19.9,41,6.4,3.025,2.775,3.735,4.6,0.6,2.78,4.6,129.75,105,120,147.5,84,125.75,201.5,4.6,108,1,3.295,1.755,0,0.8605200512804017
2020/3/12 3:35,3000,3000,3000,3000,3000,3000,7000,7000,8000,8000,1218.75,7000,8000,11614.75,7519.5,7519.75,7519.75,100,0,1016,1017.55,1015.98,1016.14,1017.52,-1.09,8,19.7,39,5.5,2.5250000000000004,1.95,3.2575,4.35,1.2,2.8775,4.6,127.25,102.75,126.5,160.5,84,125,168,4.6,108,1,3.0275,1.1975,0,0.8588045704564946
2020/3/12 3:36,3000,3000,3000,3000,3000,3000,7000,7000,7250,8000,1202,7000,7250,12061,7416.25,7417,7417,100,0,1016,1017.55,1015.98,1016.14,1017.52,-1.09,8,19.6,41,6.13,4.35,1.8,3.225,4.775,1.2,3.0275,4.775,140.75,95,129.75,161,84,125,168,4.775,137,1,3.0625,1.0075,0,0.8607854480071833
2020/3/12 3:37,3000,3000,3000,3000,3000,3000,7000,7000,7000,8000,1174.75,7000,7000,12838.25,7337.25,7337.5,7337.5,100,0,1016,1017.55,1015.98,1016.14,1017.52,-1.09,8,19.9,41,6.4,4.675,2.225,4.125,5.575,1.7,3.29,5.575,134,100,131.75,154.25,88,126,168,5.575,130.5,1,3.96,1.1425,0,0.8765692263716944
2020/3/12 3:38,3000,3000,3000,3000,3000,3000,7000,7000,7000,8000,1140.5,7000,7000,13559.25,7047.5,7048,7048,100,0,1015.9,1017.45,1015.88,1016.04,1017.42,-1.09,8,19.9,41,6.4,3.825,3.25,4.425,5.7,1.8,3.4075,5.7,133.5,126,136.75,150.75,93.25,129.5,168,5.7,131,1,4.34,0.86,0,0.8679361441975502
2020/3/12 3:39,3000,3000,3000,3000,3000,3000,6000,6000,7000,8000,1115.75,6000,7000,14135.25,6822.25,6823.25,6823.25,100,0,1015.9,1017.45,1015.88,1016.04,1017.42,-1.09,8,19.7,40,5.86,3.35,2.825,3.975,5.325,1.8,3.52,5.7,128.25,124.25,134,146,95,131.25,168,5.7,131,1,3.8575,0.9575,0,0.8608143015789722
2020/3/12 3:40,3000,3000,3000,3000,3000,3000,6000,6000,7000,8000,1098,6000,7000,14394,6574.75,6575.5,6575.5,100,0,1015.9,1017.45,1015.88,1016.04,1017.42,-1.09,8,19.4,40,5.59,3.2,2,3.3325,4.6,1.8,3.5475,5.7,131.25,119,129.5,143.5,95,130,168,5.7,131,1,3.16,1.0550000000000002,0,0.8681351530907726
2020/3/12 3:41,3000,3000,3000,3000,3000,3000,6500,6000,7000,8000,1115.75,6500,7000,14481.75,7269.75,7270.25,7270.25,100,0,1015.9,1017.45,1015.88,1016.04,1017.42,-1.09,8,19.5,42,6.38,2.225,1.6,2.965,3.675,1.5,3.56,5.7,118.75,107,125.75,141,95,128,161,5.7,131,1,2.7475,1.12,0,0.8644824359934822
2020/3/12 3:42,3000,3000,3000,3000,3000,3000,7000,6000,7000,7500,1121.25,7000,7000,14703.5,7645.75,7646,7646,100,0,1015.9,1017.45,1015.88,1016.04,1017.42,-1.09,8,19.5,41,6.04,2.775,0.8,2.5825,3.6,0.8,3.46,5.7,106.5,92,118.25,139,92,126.75,161,5.7,131,1,2.24,1.28,0,0.8629733808898736
2020/3/12 3:43,3000,3000,3000,3000,3000,3000,7000,6000,7000,7000,1121.25,7000,7000,14750.5,7721.5,7721.75,7721.75,100,0,1015.8,1017.35,1015.78,1015.94,1017.32,-1.09,8,19.6,41,6.13,4.15,0.9,2.9125,4.65,0.8,3.4475,5.7,149,92,121.75,151.5,92,128,161.5,5.7,131,1,2.615,1.2575,0,0.8624866041798737
2020/3/12 3:44,3000,3000,3000,3000,3000,3000,7750,6000,7000,8500,1150.5,7750,7000,14642.25,8857.75,8858.5,8858.5,100,0,1015.8,1017.35,1015.78,1015.94,1017.32,-1.09,8,19.9,41,6.4,3.7,2.425,3.7625,5.2,0.8,3.465,5.7,157.25,110,144.75,165.75,92,132,165.75,5.7,131,1,3.735,0.1925,0,0.8644982253111371
2020/3/12 3:45,3000,3000,3000,3000,3000,3000,8500,6000,7000,9000,1148.5,8500,7000,14643.75,8658.5,8659,8659,100,0,1015.8,1017.35,1015.78,1015.94,1017.32,-1.39,8,20,39,5.77,4.05,2.5,4.0375,5.1,0.8,3.6025,5.7,155.5,144.75,156.5,167,92,134,167,5.7,131,1,3.9925,-0.5975,0,0.8625727938756265
2020/3/12 3:46,3000,3000,3000,3000,3000,3000,8000,6000,7000,9000,1132.5,8000,7000,14959.5,8266.75,8267.25,8267.25,100,0,1015.8,1017.35,1015.78,1015.94,1017.32,-1.39,8,20.1,36,4.71,3.35,2.95,4.1375,5,0.8,3.65,5.7,148.5,143,156.25,165.5,92,137,167,5.7,131,1,4.095,-0.5975,0,0.8615230761796208
2020/3/12 3:47,3000,3000,3000,3000,3000,3000,8000,6000,7000,9000,1116.5,8000,7000,15372,8137,8137.5,8137.5,100,0,1015.8,1017.35,1015.78,1015.94,1017.32,-1.39,8,20.1,37,5.11,1.675,1.1,3.17,4.675,0.8,3.4125,5.325,127.25,106,143.5,164,92,136.25,167,5.325,150.5,1,3.1475,0.2174999999999999,0,0.8616549066833713
2020/3/12 3:48,3000,3000,3000,3000,3000,3000,7500,6000,7000,9000,1112.25,7500,7000,15351.5,7979.75,7980.5,7980.5,100,0,1015.8,1017.35,1015.78,1015.94,1017.32,-1.39,8,20,36,4.62,2.975,1.1,2.2175,4.15,0.8,3.2075,5.2,160.25,104,138,166.5,92,137.25,169,5.2,157,1,2.185,0.385,0,0.8610343660516424
2020/3/12 3:49,3000,3000,3000,3000,3000,3000,7750,6000,7000,9000,1111,7750,7000,15506.25,8054,8054.75,8054.75,100,0,1015.7,1017.25,1015.68,1015.84,1017.22,-1.39,8,19.8,37,4.84,3.025,1.45,2.8225,4.6,0.8,3.18,5.2,149.25,121.75,150.75,171,92,139.75,171,5.2,157,1,2.8125,-0.1475,0,0.8633145174387533
2020/3/12 3:50,3000,3000,3000,3000,3000,3000,8000,6000,7500,9000,1100,8000,7500,15988.25,8009,8009.75,8009.75,100,0,1015.7,1017.25,1015.68,1015.84,1017.22,-1.39,8,19.8,38,5.22,3.1,1.95,3.1675,4.574999999999999,0.8,3.1725,5.2,146.25,135.5,152.25,168.25,92,142,171,5.2,157,1,3.1575,-0.235,0,0.8625599231723222
2020/3/12 3:51,3000,3000,3000,3000,3000,3000,8000,7000,8000,9000,1092.5,8000,8000,16423,8248.25,8248.75,8248.75,100,0,1015.7,1017.25,1015.68,1015.84,1017.22,-1.39,8,19.7,37,4.75,2.5,1.975,2.97,4.5,0.875,3.1825,5.2,161,134,152.25,167.25,92,145.5,171,5.2,157,1,2.9625,-0.22,0,0.8591418569836636
2020/3/12 3:52,3000,3000,3000,3000,3000,3000,8000,7000,8000,9000,1088.5,8000,8000,16706.75,8393.75,8394.75,8394.75,100,0,1015.6,1017.15,1015.58,1015.74,1017.12,-1.39,8,19.7,38,5.13,1.825,1.575,2.665,4.275,1.1,3.19,5.2,159.75,143,157.25,170,101.5,150,171.5,5.2,157,1,2.63,-0.4225,0,0.8601395804022416
2020/3/12 3:53,3000,3000,3000,3000,3000,3000,8000,7000,8000,9000,1083,8000,8000,16790,8356.5,8357.25,8357.25,100,0,1015.6,1017.15,1015.58,1015.74,1017.12,-1.39,8,19.8,37,4.84,1.7,1.3,2.05,3.5,1.1,3.0125,5.1,187.25,148.5,167.25,201.5,104,154.25,201.5,5.1,156.5,1,1.93,-0.6675,0,0.8571618928485447
2020/3/12 3:54,3000,3000,3000,3000,3000,3000,8000,7000,8000,9000,1080.75,8000,8000,16967.25,8349.25,8349.75,8349.75,100,0,1015.5,1017.05,1015.48,1015.64,1017.02,-1.39,8,19.8,36,4.45,1.75,0.9,1.6975,2.8,0.9,2.7775,5,125.75,106.75,168.75,216,96.5,154.5,216,5,156,1,1.5825,-0.5975,0,0.8648885876610699
2020/3/12 3:55,3000,3000,3000,3000,3000,3000,8000,7000,8000,8000,1082.25,8000,8000,17092.75,8570.25,8570.5,8570.5,100,0,1015.5,1017.05,1015.48,1015.64,1017.02,-1.59,8,19.8,37,4.84,2.9000000000000004,0.9,1.8775,3.45,0.9,2.575,4.699999999999999,126,94,145.75,204,94,152,216,4.699999999999999,155.25,1,1.85,0.09,0,0.7198677511063098
2020/3/12 3:56,3000,3000,3000,3000,3000,3000,8000,7000,8000,8000,1078,8000,8000,17092,8492,8492.75,8492.75,100,0,1015.4,1016.95,1015.38,1015.54,1016.92,-1.59,8,19.8,37,4.84,4.275,1.6,2.91,4.625,0.9,2.53,4.775,129.5,105.5,128.25,149.75,94,148.75,216,4.775,153.25,1,2.735,0.985,0,0.8607870961114069
2020/3/12 3:57,3000,3000,3000,3000,3000,3000,8000,7000,8000,8500,1087.5,8000,8000,17113.25,8924.75,8925.5,8925.5,100,0,1015.4,1016.95,1015.38,1015.54,1016.92,-1.59,8,19.8,38,5.22,4.225,2.575,3.915,5.3,0.9,2.725,5.3,155.75,113,134.25,156.75,94,150.25,216,5.3,148,1,3.8,0.92,0,0.8760863637757447
2020/3/12 3:58,3000,3000,3000,3000,3000,3000,8500,7000,8000,9000,1089.25,8500,8000,17012.5,8901.5,8902.25,8902.25,100,0,1015.4,1016.95,1015.38,1015.54,1016.92,-1.59,8,19.9,39,5.68,3.95,3.4,4.1875,5.25,0.9,2.9225000000000003,5.3,165.25,125.25,153.75,170.5,94,152,216,5.3,148,1,4.1525,-0.415,0,0.8629300657553658
2020/3/12 3:59,3000,3000,3000,3000,3000,3000,8000,7000,8000,9000,1087.5,8000,8000,17159.25,8846.75,8847,8847,100,0,1015.4,1016.95,1015.38,1015.54,1016.91,-1.59,8,19.9,36,4.54,3.375,2.375,3.78,4.824999999999999,0.9,2.9175,5.3,145,140,163.75,180,94,153,216,5.3,148,1,3.635,-1.0275,0,0.8601486546813331
2020/3/12 4:00,3000,3000,3000,3000,3000,3000,8000,7250,8000,9000,1074.5,8000,8000,17499.75,8634.5,8635.25,8635.25,100,0,1015.4,1016.95,1015.38,1015.54,1016.91,-1.59,8,19.7,36,4.36,3.325,2.3,3.4675,4.7,0.9,2.9850000000000003,5.3,116.5,115.5,147.75,180,94,151.25,216,5.3,148,1,3.4425,0.0025,0,0.8560148071098317
2020/3/12 4:01,3000,3000,3000,3000,3000,3000,8000,8000,8000,9000,1062.25,8000,8000,17566,8181,8182,8182,100,0,1015.4,1016.95,1015.38,1015.54,1016.91,-1.59,8,19.6,36,4.27,3.4,2.375,3.45,4.7,0.9,3.0125,5.3,106.75,99,120.25,155.5,94,146.25,216,5.3,148,1,3.0375,1.6,0,0.8538377946954279
2020/3/12 4:02,3000,3000,3000,3000,3000,3000,8000,8000,8000,9000,1061,8000,8000,17680.25,8238.5,8239.25,8239.25,100,0,1015.3,1016.85,1015.28,1015.44,1016.81,-1.59,8,19.6,38,5.04,3.075,2.325,3.1875,4.199999999999999,0.9,3.09,5.3,111,90,106.5,121.25,90,140.75,216,5.3,148,1,2.3875,2.11,0,0.8675891878062907
2020/3/12 4:03,3000,3000,3000,3000,3000,3000,8000,8000,8000,9000,1058.75,8000,8000,17730,8136.75,8137.75,8137.75,100,0,1015.3,1016.85,1015.28,1015.44,1016.81,-1.59,8,19.5,39,5.32,3.5,2.3,3.125,4.25,0.9,3.2275,5.3,132.25,90,112.25,139,90,135,205.5,5.3,148,1,2.535,1.82,0,0.8654829918109075
2020/3/12 4:04,3000,3000,3000,3000,3000,3000,8000,8000,8000,9000,1058.75,8000,8000,17893.75,8359.25,8359.5,8359.5,100,0,1015.2,1016.75,1015.18,1015.34,1016.71,-1.59,8,19.6,39,5.41,4.45,2.575,3.7,4.975,1.6,3.495,5.3,160.75,102.25,137.25,172.25,90,134.5,180,5.3,148,1,3.605,0.6525,0,0.8614104556480304
2020/3/12 4:05,3000,3000,3000,3000,3000,3000,8000,8000,8000,9000,1059.5,8000,8000,17734,8286.25,8286.75,8286.75,100,0,1015.2,1016.75,1015.18,1015.34,1016.72,-1.89,8,19.6,39,5.41,2.9,2.6,3.9025,5.1,2.075,3.635,5.3,157,129.25,155.75,174,90,137.25,180,5.3,148,1,3.8625,-0.5175,0,0.8648623654319836
2020/3/12 4:06,3000,3000,3000,3000,3000,3000,8000,8000,8000,9000,1061,8000,8000,17585.75,8188,8188.75,8188.75,100,0,1015.1,1016.64,1015.08,1015.24,1016.62,-1.89,8,19.7,38,5.13,2.3,2.15,3.09,4.65,2.15,3.525,5.25,155.5,140,155.75,172.5,90,140.75,180,5.25,151.5,1,3.06,-0.4225,0,0.8630384165565408
